num,subject,relation,object
597,林峰,好友,汤盈盈
598,严正花,好友,张真英
599,甄妮,拍档,罗文
600,刘威,旧爱,杨若兮
600,刘威,好友,张丰毅
600,刘威,旧爱,何晴
601,温兆伦,旧爱,郭羡妮
602,厉娜,绯闻,黄征
602,厉娜,好友,许飞
603,释小龙,旧爱,何洁
604,蒲巴甲,绯闻,李小璐
604,蒲巴甲,同学,林更新
605,辛柏青,同学,史兰芽
606,李钟原,好友,郑俊浩
607,陈奕迅,旧爱,杨千嬅
607,陈奕迅,好友,庾澄庆
607,陈奕迅,绯闻,谢安琪
607,陈奕迅,好友,王菲
607,陈奕迅,密友,谢霆锋
608,张孝全,好友,杨佑宁
608,张孝全,旧爱,徐怀钰
609,范伟,拍档,赵本山
610,郭家铭,同学,白百何
610,郭家铭,绯闻,郝蕾
611,杜若溪,同学,李念
611,杜若溪,同学,雷佳音
612,韩雪,同学,胡歌
612,韩雪,好友,韩寒
612,韩雪,同学,袁弘
613,苑冉,好友,张子健
613,苑冉,好友,戴云霞
614,洪金宝,翁媳,周家蔚
614,洪金宝,父子,洪天明
614,洪金宝,绯闻,范冰冰
615,金起范,组员,super junior
616,颜行书,绯闻,张韶涵
616,颜行书,拍档,明道
616,颜行书,拍档,祝钒刚
616,颜行书,拍档,黄玉荣
617,李蜜,绯闻,赵普
618,曹曦文,旧爱,陈思诚
618,曹曦文,同学,白百何
618,曹曦文,同学,文章
618,曹曦文,同学,童瑶
618,曹曦文,同学,杨烁
618,曹曦文,同学,沈佳妮
618,曹曦文,同学,唐嫣
619,王雷,情侣,李小萌
620,寇振海,同学,郭凯敏
621,陈建州,好友,周杰伦
621,陈建州,好友,王力宏
621,陈建州,好友,罗志祥
621,陈建州,夫妻,范玮琪
621,陈建州,好友,徐熙媛
621,陈建州,好友,张柏芝
621,陈建州,好友,潘玮柏
622,张纪中,干父子,李亚鹏
622,张纪中,夫妻,樊馨蔓
622,张纪中,干父子,肖齐
623,彭敬慈,师徒,梅艳芳
624,曲栅栅,好友,张子健
624,曲栅栅,好友,梁冠华
625,谢天华,拍档,陈小春
626,赤西仁,夫妻,黑木明纱
627,赵又廷,绯闻,陈意涵
627,赵又廷,好友,喻虹渊
627,赵又廷,情侣,高圆圆
628,许茹芸,密友,梁咏琪
628,许茹芸,绯闻,范植伟
628,许茹芸,好友,陈珊妮
629,徐子瑄,拍档,黄小蕾
629,徐子瑄,拍档,花儿乐队
630,郭彦甫,兄弟,郭彦均
631,陈羽凡,好友,黄征
631,陈羽凡,拍档,胡海泉
631,陈羽凡,夫妻,白百何
632,夏克立,夫妻,黄嘉千
633,雷佳音,同学,杜若溪
634,吴健,同学,陈好
635,张彻,师徒,狄龙
635,张彻,师徒,姜大卫
636,汪涵,夫妻,杨乐乐
636,汪涵,好友,周笔畅
636,汪涵,绯闻,任青
637,朱玲玲,密友,叶倩文
637,朱玲玲,母子,霍启刚
638,申爱罗,夫妻,车仁表
639,池贤宇,情侣,刘仁娜
640,玉木宏,绯闻,深田恭子
641,王绘春,好友,聂远
642,黄雅莉,好友,何洁
642,黄雅莉,好友,陈西贝
643,王丽坤,搭档,黄明
644,袁弘,同学,胡歌
644,袁弘,同学,韩雪
644,袁弘,好友,林更新
644,袁弘,好友,韩栋
644,袁弘,好友,杨幂
645,赵显宰,好友,李东健
646,周渝民,拍档,言承旭
646,周渝民,夫妻,喻虹渊
646,周渝民,拍档,朱孝天
646,周渝民,旧爱,徐熙媛
646,周渝民,旧爱,许玮伦
646,周渝民,绯闻,阎娜
647,陈浩民,旧爱,佘诗曼
647,陈浩民,旧爱,叶璇
648,李小婉,母子,林申
649,黄晓明,绯闻,应采儿
649,黄晓明,绯闻,胡可
649,黄晓明,好友,李宇春
649,黄晓明,绯闻,安以轩
649,黄晓明,旧爱,秦岚
649,黄晓明,同学,孔维
649,黄晓明,旧爱,李菲儿
649,黄晓明,同学,颜丹晨
649,黄晓明,同学,许还幻
649,黄晓明,同学,祖峰
649,黄晓明,好友,赵薇
649,黄晓明,好友,陈坤
650,方大同,绯闻,薛凯琪
651,李敏镐,旧爱,朴敏英
652,庾澄庆,情侣,张嘉欣
652,庾澄庆,绯闻,张惠妹
652,庾澄庆,好友,陈奕迅
652,庾澄庆,好友,张学友
652,庾澄庆,师徒,吴莫愁
652,庾澄庆,师徒,金池
652,庾澄庆,师徒,王韵壹
652,庾澄庆,师徒,褚乔
652,庾澄庆,师徒,李维真
652,庾澄庆,师徒,谢丹
652,庾澄庆,师徒,魏语诺
653,倪雅丰,师徒,杨坤
654,安七炫,拍档,张佑赫
654,安七炫,拍档,安胜浩
654,安七炫,拍档,文熙俊
654,安七炫,旧爱,朴志胤
654,安七炫,拍档,李在元
655,张卫健,绯闻,林心如
655,张卫健,绯闻,周慧敏
655,张卫健,旧爱,江欣燕
655,张卫健,好友,韩红
655,张卫健,夫妻,张茜
655,张卫健,绯闻,黎姿
655,张卫健,好友,许志安
655,张卫健,旧爱,宣萱
655,张卫健,好友,梁汉文
656,王志文,同学,胡亚捷
656,王志文,夫妻,陈坚红
656,王志文,旧爱,许晴
656,王志文,旧爱,徐帆
656,王志文,拍档,王笛
656,王志文,拍档,夏凡
656,王志文,同学,陆剑民
657,陈宝莲,旧爱,莫少聪
658,罗泳娴,旧爱,吴启华
659,辰亦儒,拍档,汪东城
659,辰亦儒,拍档,炎亚纶
659,辰亦儒,好友,吴尊
660,李泉,旧爱,柯蓝
660,李泉,绯闻,赵薇
660,李泉,情侣,朱珠
661,薛景求,夫妻,宋允儿
662,龚蓓苾,同学,段奕宏
662,龚蓓苾,同学,高虎
662,龚蓓苾,同学,陶虹
662,龚蓓苾,同学,印小天
662,龚蓓苾,同学,涂松岩
663,杨宗纬,绯闻,周笔畅
664,王心凌,旧爱,范植伟
664,王心凌,绯闻,明道
664,王心凌,绯闻,张栋梁
664,王心凌,好友,卢洁云
665,沈傲君,好友,任泉
665,沈傲君,好友,黄海波
665,沈傲君,好友,戴军
666,张晓龙,绯闻,林志玲
666,张晓龙,绯闻,陈思斯
667,计春华,搭档,李连杰
667,计春华,搭档,郑少秋
668,黎瑞恩,密友,李婉华
669,葛优,父,葛子铭
669,葛优,父子,葛存壮
670,锦户亮,拍档,山下智久
670,锦户亮,拍档,小山庆一郎
670,锦户亮,拍档,大仓忠义
671,江铠同,拍档,丹尼斯·吴
671,江铠同,好友,郑爽
671,江铠同,好友,张翰
671,江铠同,好友,任泉
671,江铠同,好友,曾之乔
671,江铠同,好友,左小青
671,江铠同,好友,潘之琳
671,江铠同,好友,李湘
671,江铠同,绯闻,韩庚
672,竹内结子,前任夫妻,中村狮童
673,高圆圆,情侣,赵又廷
673,高圆圆,拍档,郑雨盛
673,高圆圆,好友,贾静雯
673,高圆圆,绯闻,夏雨
674,李连杰,夫妻,利智
674,李连杰,好友,文章
674,李连杰,搭档,计春华
675,吴秀波,绯闻,汤唯
676,霍启刚,母子,朱玲玲
676,霍启刚,夫妻,郭晶晶
676,霍启刚,绯闻,吴婷
677,翟天临,拍档,丁子峻
677,翟天临,拍档,杜琪峰
677,翟天临,拍档,邓婕
677,翟天临,拍档,张一鸾
678,郑爽,好友,阚清子
678,郑爽,情侣,胡彦斌
678,郑爽,旧爱,张翰
678,郑爽,好友,江铠同
678,郑爽,同学,柴碧云
679,李解,同学,黄海波
679,李解,同学,海清
680,张靓颖,好友,李湘
680,张靓颖,情人,冯轲
681,李斯丹妮,好友,付梦妮
682,吕方,旧爱,郑裕玲
683,黄海波,好友,潘粤明
683,黄海波,好友,沈傲君
683,黄海波,同学,海清
683,黄海波,旧爱,莫小棋
683,黄海波,绯闻,姚芊羽
683,黄海波,同学,李解
684,钟欣潼,密友,容祖儿
684,钟欣潼,绯闻,房祖名
684,钟欣潼,绯闻,余文乐
684,钟欣潼,拍档,蔡卓妍
684,钟欣潼,绯闻,方力申
684,钟欣潼,旧爱,麦浚龙
684,钟欣潼,绯闻,聂远
684,钟欣潼,好友,梁洛施
684,钟欣潼,好友,郑希怡
685,黄子佼,旧爱,曾宝仪
685,黄子佼,绯闻,杨雅筑
686,梁汉文,好友,许志安
686,梁汉文,好友,张卫健
687,魏晨,好友,苏醒
687,魏晨,好友,张杰
687,魏晨,好友,付梦妮
688,李响,绯闻,孙骁骁
689,舒畅,拍档,韩雯雯
690,李智雅,旧爱,郑雨盛
691,安以轩,绯闻,郭品超
691,安以轩,绯闻,黄晓明
692,段奕宏,绯闻,汤唯
692,段奕宏,同学,陶虹
692,段奕宏,同学,印小天
692,段奕宏,同学,高虎
692,段奕宏,同学,龚蓓苾
692,段奕宏,绯闻,左小青
692,段奕宏,同学,涂松岩
693,周一围,同学,黄圣依
693,周一围,同学,王珞丹
693,周一围,拍档,王笛
693,周一围,同学,戚迹
693,周一围,同学,贾乃亮
694,刘雯,情侣,崔始源
695,刘昊霖,师徒,刘欢
696,狄龙,舅甥,林海峰
696,狄龙,拍档,姜大卫
696,狄龙,父子,谭俊彦
696,狄龙,师徒,张彻
696,狄龙,拍档,李勤勤
697,宋祖英,好友,周杰伦
697,宋祖英,好友,沙宝亮
697,宋祖英,好友,陈道明
698,李李仁,夫妻,陶晶莹
699,贾静雯,好友,何润东
699,贾静雯,好友,苏有朋
699,贾静雯,好友,赵文卓
699,贾静雯,好友,高圆圆
699,贾静雯,夫妻,修杰楷
699,贾静雯,好友,欧弟
699,贾静雯,绯闻,黄磊
699,贾静雯,姐弟,贾鹏礼
700,王岳伦,夫妻,李湘
700,王岳伦,搭档,江映蓉
701,孙楠,好友,巫启贤
701,孙楠,好友,那英
701,孙楠,好友,韩红
701,孙楠,好友,罗中旭
701,孙楠,好友,毛宁
701,孙楠,好友,景岗山
701,孙楠,好友,满文军
701,孙楠,夫妻,潘蔚
702,郭富城,绯闻,舒淇
702,郭富城,好友,余文乐
702,郭富城,绯闻,朱茵(上海)
702,郭富城,好友,邱淑贞
702,郭富城,好友,章子怡
702,郭富城,夫妻,方媛
702,郭富城,绯闻,藤原纪香
702,郭富城,绯闻,钟丽缇
702,郭富城,密友,张智霖
702,郭富城,好友,杨采妮
702,郭富城,情侣,熊黛林
703,景甜,同学,阚清子
703,景甜,同学,柴碧云
704,李欣汝,好友,毛俊杰
704,李欣汝,好友,刘晓虎
705,三浦友和,夫妻,山口百惠
706,林申,母子,李小婉
707,茹萍,夫妻,刘之冰
708,陈伟霆,旧爱,蔡卓妍
708,陈伟霆,拍档,张致恒
709,刘诗诗,好友,韩栋
709,刘诗诗,好友,林更新
709,刘诗诗,好友,蒋劲夫
709,刘诗诗,好友,陈翔
709,刘诗诗,密友,杨幂
709,刘诗诗,夫妻,吴奇隆
710,华汉,情侣,胡冰卿
711,金志文,师徒,杨坤
712,钟镇涛,好友,梁朝伟
712,钟镇涛,拍档,谭咏麟
712,钟镇涛,前任夫妻,章小蕙
712,钟镇涛,旧爱,恬妞
713,戴庚玲,情侣,麦浚龙
714,陈美诗,情侣,孙耀威
715,李湘,好友,张靓颖
715,李湘,好友,李维嘉
715,李湘,好友,江铠同
715,李湘,好友,何炅
715,李湘,夫妻,王岳伦
716,李云迪,绯闻,王力宏
717,付辛博,好友,罗志祥
717,付辛博,好友,唐禹哲
717,付辛博,好友,朱丹
717,付辛博,好友,尚雯婕
717,付辛博,好友,周笔畅
717,付辛博,好友,乔任梁
717,付辛博,好友,井柏然
718,林韦辰,旧爱,吕晶晶
719,岳华,绯闻,郑佩佩
720,张楚,好友,何勇
721,叶童,拍档,尚于博
722,林宥嘉,恋人,丁文琪
722,林宥嘉,旧爱,邓紫棋
723,宋新妮,绯闻,吴宗宪
724,恭硕良,情侣,林忆莲
725,刘品言,绯闻,阮经天
725,刘品言,搭档,彭于晏
726,汤盈盈,好友,胡杏儿
726,汤盈盈,好友,林峰
726,汤盈盈,好友,佘诗曼
726,汤盈盈,好友,吴卓羲
726,汤盈盈,好友,陈法拉
726,汤盈盈,夫妻,钱嘉乐
726,汤盈盈,好友,胡定欣
726,汤盈盈,好友,李思捷
726,汤盈盈,好友,苑琼丹
726,汤盈盈,好友,李诗韵
726,汤盈盈,好友,钟丽淇
726,汤盈盈,好友,高梓淇
727,申彗星,绯闻,李孝利
727,申彗星,拍档,朴忠载
728,韩寒,好友,韩雪
728,韩寒,绯闻,徐静蕾
729,陈自瑶,绯闻,方力申
729,陈自瑶,绯闻,蔡淇俊
729,陈自瑶,绯闻,司徒瑞祈
730,张静初,绯闻,顾长卫
731,徐淑敏,绯闻,崔建邦
731,徐淑敏,绯闻,陈山聪
732,陆元琪,夫妻,袁惟仁
733,黄绮珊,好友,汪峰
734,张翰,好友,吴昕
734,张翰,情侣,古力娜扎
734,张翰,好友,江铠同
734,张翰,好友,杨幂
734,张翰,旧爱,郑爽
735,谭耀文,师徒,梅艳芳
735,谭耀文,旧爱,陈芷菁
736,袁咏仪,夫妻,张智霖
736,袁咏仪,好友,孙兴
736,袁咏仪,好友,苑琼丹
737,米雪,绯闻,成龙
738,巫启贤,好友,齐秦
738,巫启贤,好友,孙楠
739,洪小玲,好友,林心如
740,张一鸾,拍档,黄小蕾
740,张一鸾,拍档,翟天临
741,卓义峰,师徒,那英
742,司徒瑞祈,好友,方力申
742,司徒瑞祈,绯闻,陈自瑶
743,科勒·卡戴珊,姐妹,金·卡戴珊
744,李维嘉,好友,吴昕
744,李维嘉,好友,谢娜
744,李维嘉,好友,杜海涛
744,李维嘉,好友,李湘
744,李维嘉,好友,何炅
745,白静,同学,文章
745,白静,同学,白百何
745,白静,同学,毛俊杰
745,白静,同学,唐嫣
746,李东健,好友,金宣儿
746,李东健,好友,赵显宰
746,李东健,好友,金民钟
746,李东健,好友,柳时元
746,李东健,旧爱,韩智慧
747,吴绮莉,旧爱,成龙
747,吴绮莉,旧爱,吕颂贤
747,吴绮莉,密友,叶玉卿
747,吴绮莉,密友,张可颐
747,吴绮莉,绯闻,邓梓峰
747,吴绮莉,绯闻,赵文卓
748,柯震东,情侣,萧亚轩
749,杨千嬅,旧爱,陈奕迅
749,杨千嬅,绯闻,古天乐
749,杨千嬅,旧爱,郑中基
749,杨千嬅,夫妻,丁子高
749,杨千嬅,好友,关心妍
750,应采儿,夫妻,陈小春
750,应采儿,旧爱,孙耀威
750,应采儿,拍档,韩雯雯
750,应采儿,绯闻,黄晓明
751,刘宪华,拍档,崔始源
751,刘宪华,拍档,李东海
751,刘宪华,拍档,韩庚
751,刘宪华,拍档,周觅
751,刘宪华,拍档,曺圭贤
752,袁娅维,师徒,刘欢
753,佟丽娅,好友,杨幂
754,曹卫宇,同学,王学兵
754,曹卫宇,同学,李亚鹏
754,曹卫宇,同学,陈建斌
755,廉晶雅,旧爱,张东健
755,廉晶雅,好友,池珍熙
756,宋宁,旧爱,周迅
756,宋宁,夫妻,齐溪
757,范植伟,绯闻,许茹芸
757,范植伟,绯闻,杨雅筑
757,范植伟,旧爱,王心凌
758,邢佳栋,同学,左小青
758,邢佳栋,同学,余男
759,曹郁,夫妻,姚晨
760,张熙恩,绯闻,言承旭
761,吴千语,师徒,毛舜筠
761,吴千语,情侣,林峰
762,渡边杏,父女,渡边谦
763,麦浚龙,旧爱,钟欣潼
763,麦浚龙,情侣,戴庚玲
764,朱亚文,同学,刘亦菲
764,朱亚文,夫妻,沈佳妮
765,于和伟,夫妻,宋林静
766,黄立行,旧爱,杨乃文
766,黄立行,绯闻,徐静蕾
767,裴勇俊,绯闻,崔智友
768,高娅媛,好友,师洋
769,蓝正龙,旧爱,徐熙媛
770,朴忠载,旧爱,郑丽媛
770,朴忠载,旧爱,金孝珍
770,朴忠载,拍档,申彗星
771,宁才,夫妻,娜仁花
772,叶璇,旧爱,张默
772,叶璇,绯闻,林峰
772,叶璇,旧爱,陈浩民
772,叶璇,绯闻,霍建华
772,叶璇,绯闻,田亮
773,戴娇倩,绯闻,吴奇隆
773,戴娇倩,好友,杜淳
774,罗家英,夫妻,汪明荃
775,张丰毅,好友,刘威
775,张丰毅,同学,沈丹萍
775,张丰毅,拍档,张博
775,张丰毅,前任夫妻,吕丽萍
776,金民钟,绯闻,宋慧乔
776,金民钟,好友,李东健
777,郑伊健,情侣,蒙嘉慧
777,郑伊健,好友,林嘉欣
777,郑伊健,好友,刘伟强
777,郑伊健,旧爱,梁咏琪
777,郑伊健,好友,陈小春
777,郑伊健,绯闻,钟嘉欣
777,郑伊健,旧爱,邵美琪
777,郑伊健,绯闻,杨恭如
777,郑伊健,旧爱,黎芷珊
777,郑伊健,师徒,罗文
777,郑伊健,绯闻,张柏芝
777,郑伊健,同门,关淑怡
778,蒋勤勤,夫妻,陈建斌
779,瑛太,绯闻,长泽雅美
779,瑛太,绯闻,绫濑遥
779,瑛太,好友,真木阳子
780,周韵,夫妻,姜文
781,胡瓜,干父女,香蜜拉
782,郭可盈,绯闻,李克勤
782,郭可盈,好友,陈慧珊
782,郭可盈,好友,蔡少芬
782,郭可盈,好友,伍咏薇
782,郭可盈,夫妻,林文龙
782,郭可盈,姐弟,郭可颂
783,徐海星,师徒,刘欢
784,周家怡,好友,佘诗曼
785,藤原纪香,绯闻,郭富城
786,韩智慧,旧爱,李东健
786,韩智慧,好友,李多海
786,韩智慧,绯闻,宋承宪
787,杨秀惠,绯闻,孙耀威
788,陈美心,师徒,赵本山
789,刘仁娜,情侣,池贤宇
790,迟帅,绯闻,姚笛
791,张天爱,旧爱,李子峰
792,赵文瑄,拍档,韩雯雯
793,中村狮童,旧爱,黑木明纱
793,中村狮童,前任夫妻,竹内结子
794,张天霖,好友,姚元浩
795,白百何,夫妻,陈羽凡
795,白百何,同学,杨烁
795,白百何,同学,唐嫣
795,白百何,同学,文章
795,白百何,同学,孙坚
795,白百何,同学,周觅
795,白百何,同学,白静
795,白百何,同学,郭珍霓
795,白百何,同学,张博
795,白百何,同学,童瑶
795,白百何,同学,秦丽
795,白百何,同学,郭家铭
795,白百何,同学,霍政谚
795,白百何,同学,毛俊杰
795,白百何,同学,沈佳妮
795,白百何,同学,曹曦文
795,白百何,同学,赵冉
795,白百何,同学,邹廷威
795,白百何,同学,田野
795,白百何,同学,徐百卉
795,白百何,同学,陈思斯
796,布拉德·皮特,前任,安吉丽娜·朱莉
797,余声,绯闻,何润东
798,印小天,同学,陶虹
798,印小天,同学,段奕宏
798,印小天,同学,高虎
798,印小天,绯闻,曹颖
798,印小天,同学,龚蓓苾
798,印小天,同学,涂松岩
799,孙燕姿,好友,蔡依林
799,孙燕姿,好友,蔡健雅
800,钱泳辰,情侣,吕一
801,徐静蕾,绯闻,韩寒
801,徐静蕾,好友,宋佳
801,徐静蕾,同学,刘孜
801,徐静蕾,绯闻,黄立行
801,徐静蕾,旧爱,黄觉
802,唐艺昕,情侣,张若昀
803,古力娜扎,好友,蒋劲夫
803,古力娜扎,情侣,张翰
804,陈炜,同学,巩俐
804,陈炜,同学,史可
805,胡军,同学,韩青
805,胡军,绯闻,刘嘉玲
805,胡军,同学,徐帆
805,胡军,同学,陈小艺
805,胡军,同学,江珊
805,胡军,同学,何冰
806,孙周,兄弟,孙淳
806,孙周,绯闻,巩俐
807,黑木明纱,夫妻,赤西仁
807,黑木明纱,旧爱,中村狮童
808,孙宁,同学,陈思诚
808,孙宁,同学,李光洁
809,邹市明,夫妻,冉莹颖
810,高虎,同学,段奕宏
810,高虎,同学,陶虹
810,高虎,同学,印小天
810,高虎,同学,龚蓓苾
810,高虎,同学,涂松岩
811,师洋,好友,高娅媛
812,王仁甫,夫妻,季芹
813,凯特·温斯莱特,好友,莱昂纳多·迪卡普里奥
814,李双江,师徒,黄琦雯
815,李阵郁,旧爱,崔智友
816,许晴,旧爱,王志文
816,许晴,绯闻,尤勇智
816,许晴,同学,蒋雯丽
816,许晴,绯闻,陈凯歌
816,许晴,同学,邵峰
817,程莉莎,夫妻,郭晓东
818,莫文蔚,旧爱,周星驰
818,莫文蔚,旧爱,冯德伦
819,rain,绯闻,宋慧乔
819,rain,绯闻,全智贤
819,rain,绯闻,李孝利
820,邓丽君,旧爱,成龙
821,裘德·洛,绯闻,林赛·罗韩
822,苏志燮,旧爱,金贤珠
822,苏志燮,好友,朴容夏
822,苏志燮,好友,宋承宪
823,扬明,旧爱,陈敏之
823,扬明,绯闻,佘诗曼
824,吴彦祖,绯闻,林熙蕾
824,吴彦祖,好友,冯德伦
824,吴彦祖,好友,尹子维
824,吴彦祖,好友,连凯
824,吴彦祖,旧爱,李美琪
825,陈文媛,绯闻,何韵诗
826,苏妙玲,好友,付梦妮
827,杨丞琳,旧爱,黄鸿升
827,杨丞琳,绯闻,邱胜翊
827,杨丞琳,绯闻,邱泽
827,杨丞琳,绯闻,罗志祥
827,杨丞琳,好友,梁洛施
827,杨丞琳,绯闻,余文乐
827,杨丞琳,好友,潘玮柏
827,杨丞琳,好友,郭采洁
827,杨丞琳,绯闻,炎亚纶
827,杨丞琳,绯闻,贺军翔
827,杨丞琳,好友,吴尊
828,高梓淇,好友,汤盈盈
828,高梓淇,好友,赵丽颖
828,高梓淇,好友,李晟
828,高梓淇,好友,张嘉倪
828,高梓淇,好友,张睿
828,高梓淇,好友,海陆
828,高梓淇,好友,李佳航
829,王柏杰,旧爱,柯佳嬿
830,权志龙,旧爱,水原希子
831,赵冉,同学,白百何
832,张艺谋,同学,顾长卫
832,张艺谋,旧爱,巩俐
833,范明,拍档,夏凡
834,海清,好友,孙红雷
834,海清,好友,黄磊
834,海清,同学,黄海波
834,海清,同学,李解
835,范冰冰,拍档,张东健
835,范冰冰,绯闻,潘粤明
835,范冰冰,旧爱,王学兵
835,范冰冰,绯闻,黄觉
835,范冰冰,绯闻,洪金宝
835,范冰冰,绯闻,王学圻
835,范冰冰,拍档,李冰冰
836,赵本山,师徒,陈美心
836,赵本山,师徒,黄圣依
836,赵本山,师徒,王小利
836,赵本山,拍档,宋丹丹
836,赵本山,师徒,宋小宝
836,赵本山,拍档,范伟
836,赵本山,拍档,张洪杰
836,赵本山,干父女,张柏芝
836,赵本山,父女,赵一涵
837,文熙俊,拍档,张佑赫
837,文熙俊,拍档,李在元
837,文熙俊,拍档,安七炫
837,文熙俊,好友,安胜浩
838,尚于博,拍档,叶童
838,尚于博,拍档,王珞丹
838,尚于博,拍档,李光洁
838,尚于博,拍档,孙淳
838,尚于博,拍档,何赛飞
838,尚于博,拍档,涂黎曼
839,安胜浩,拍档,张佑赫
839,安胜浩,好友,文熙俊
839,安胜浩,拍档,李在元
839,安胜浩,拍档,安七炫
840,何琳,同学,张恒
840,何琳,同学,许还幻
840,何琳,同学,赵薇
840,何琳,同学,陈坤
840,何琳,同学,孔维
840,何琳,同学,颜丹晨
840,何琳,同学,祖峰
841,涂松岩,同学,陶虹
841,涂松岩,同学,段奕宏
841,涂松岩,同学,印小天
841,涂松岩,同学,高虎
841,涂松岩,同学,龚蓓苾
842,何勇,好友,张炬
842,何勇,好友,张楚
843,李东海,拍档,崔始源
843,李东海,拍档,曺圭贤
843,李东海,拍档,韩庚
843,李东海,拍档,周觅
843,李东海,拍档,刘宪华
843,李东海,组员,super junior
844,谢金燕,父女,谢金燕
844,谢金燕,父女,猪哥亮
845,叶祖新,好友,韩栋
846,林丹,夫妻,谢杏芳
847,曹颖,夫妻,王斑
847,曹颖,绯闻,印小天
848,陈若仪,夫妻,林志颖
849,黄少祺,绯闻,胡杏儿
850,葛子铭,父,葛优
851,陆剑民,同学,王志文
851,陆剑民,同学,胡亚捷
852,金来沅,绯闻,郑丽媛
852,金来沅,旧爱,金孝珍
853,曾国祥,父子,曾志伟
853,曾国祥,姐弟,曾宝仪
854,梁嘉琪,绯闻,陈键锋
855,陈法拉,绯闻,黄宗泽
855,陈法拉,好友,汤盈盈
856,周汶锜,旧爱,杜德伟
856,周汶锜,姐妹,周丽淇
857,修杰楷,夫妻,贾静雯
858,潘宏彬,绯闻,刘德华
859,郑多彬（童星）,搭档,宋承宪
860,江一燕,绯闻,邓超
861,马浚伟,绯闻,郭羡妮
862,狄波拉,母女,谢婷婷
862,狄波拉,前任夫妻,谢贤
862,狄波拉,母子,谢霆锋
863,何冰,同学,胡军
863,何冰,同学,徐帆
863,何冰,同学,王斑
863,何冰,同学,陈小艺
864,翁美玲,好友,黄日华
864,翁美玲,旧爱,汤镇业
864,翁美玲,绯闻,苗侨伟
865,蒲冰墨,拍档,高云翔
865,蒲冰墨,拍档,沈佳妮
865,蒲冰墨,拍档,孙俪
865,蒲冰墨,拍档,谢娜
865,蒲冰墨,拍档,陈坤
866,炎亚纶,绯闻,杨丞琳
866,炎亚纶,拍档,汪东城
866,炎亚纶,好友,吴尊
866,炎亚纶,拍档,辰亦儒
867,李克勤,拍档,谭咏麟
867,李克勤,好友,梁荣忠
867,李克勤,好友,刘德华
867,李克勤,绯闻,郭可盈
868,黎明,绯闻,金喜善
868,黎明,旧爱,舒淇
868,黎明,好友,杜汶泽
868,黎明,绯闻,徐子珊
868,黎明,绯闻,杨采妮
868,黎明,绯闻,周海媚
868,黎明,绯闻,张曼玉
868,黎明,绯闻,王菲
869,彭冠英,拍档,杜志国
870,安在旭,旧爱,宋允儿
870,安在旭,好友,张真英
871,许亚军,前任夫妻,何晴
872,刘亦菲,绯闻,郎朗
872,刘亦菲,同学,朱亚文
872,刘亦菲,密友,杨幂
873,戴云霞,好友,苑冉
874,小栗旬,夫妻,山田优
875,隋棠,情侣,姚元浩
876,郭凯敏,同学,寇振海
877,许玮甯,情侣,阮经天
878,甄子丹,前任夫妻,万绮雯
878,甄子丹,夫妻,汪诗诗
878,甄子丹,好友,熊黛林
879,权振东,师徒,刘欢
879,权振东,好友,陈彦屹
880,江淑娜,姐妹,江蕙
881,莫小棋,旧爱,黄海波
882,焦俊艳,拍档,陈宝国
882,焦俊艳,拍档,孙淳
882,焦俊艳,拍档,陈小艺
882,焦俊艳,拍档,陈坤
883,金荷娜,绯闻,金载沅
883,金荷娜,绯闻,高修
884,张娜拉,兄妹,张成源
885,陈键锋,好友,吴卓羲
885,陈键锋,绯闻,梁嘉琪
885,陈键锋,好友,胡杏儿
886,水原希子,旧爱,权志龙
887,宋承宪,好友,苏志燮
887,宋承宪,绯闻,孙艺珍
887,宋承宪,旧爱,崔智友
887,宋承宪,绯闻,韩智慧
887,宋承宪,搭档,郑多彬（童星）
887,宋承宪,绯闻,宋慧乔
887,宋承宪,旧爱,成宥利
887,宋承宪,好友,朴容夏
888,温岚,绯闻,周杰伦
889,周迅,好友,刘若英
889,周迅,绯闻,黄觉
889,周迅,绯闻,冯绍峰
889,周迅,旧爱,李亚鹏
889,周迅,好友,范晓萱
889,周迅,旧爱,朴树
889,周迅,旧爱,宋宁
889,周迅,好友,陈坤
890,深田恭子,绯闻,玉木宏
890,深田恭子,绯闻,堂本光一
891,涂黎曼,拍档,尚于博
892,苏有朋,绯闻,林心如
892,苏有朋,拍档,陈志朋
892,苏有朋,拍档,吴奇隆
892,苏有朋,好友,贾静雯
892,苏有朋,绯闻,赵薇
893,金喜善,绯闻,张东健
893,金喜善,绯闻,高修
893,金喜善,绯闻,申贤俊
893,金喜善,绯闻,黎明
894,刘小锋,同学,刘晓虎
894,刘小锋,同学,李冰冰
894,刘小锋,同学,任泉
895,戎祥,夫妻,赖芊合
896,林心如,绯闻,霍建华
896,林心如,好友,赵薇
896,林心如,绯闻,苏有朋
896,林心如,好友,姚元浩
896,林心如,绯闻,张卫健
896,林心如,好友,洪小玲
896,林心如,好友,刘涛
896,林心如,拍档,张博
897,朱茵(上海),旧爱,周星驰
897,朱茵(上海),夫妻,黄贯中
897,朱茵(上海),密友,蔡少芬
897,朱茵(上海),绯闻,郭富城
898,黄觉,旧爱,徐静蕾
898,黄觉,绯闻,范冰冰
898,黄觉,绯闻,周迅
899,戴军,好友,沈傲君
899,戴军,绯闻,何炅
900,景岗山,好友,孙楠
